,clean_tweet,label
4877,one 642 mil american reject  bigotri amp hatr fli flag half mast jana,1
10228,black femal amp white  pornisforlos would shut govegan,1
8568,allahsoil odd die extremist violenc roughli one 400000 emiratisa,1
14202,right wing member back fpa gegenrecht nostrach fpa noafd nopegida popul nonazi aufstehn,1
30839,brother amp noth new whole deltaairlin debacl wouldv went downa,1
23379,ye appar qualifi job depend upon ethnic,1
31680,chick get fuck crazi european sex,1
25319,might libtard if libtard sjw liber polit,1
23279,sooooo may funni,1
6998,oppos neglig hatr injustic climatecrim ecocid let trump know agenda 2017,1
8115,black amp feel like aon you listen retweet tampa miami newyorka,1
6167,sea shepherd suppoer racist seashepherd antirac,1
19912,jews christian muslim believ good prevail emiratisa,1
20667,u msm barrackobama trump vedic astrolog predict 2017 u presid donald trump,1
19744,amp democraticpay keep tell blm see chicago detroit amp everi innerc america,1
11426,allahsoil one deni civil right religion emirati 2016ia,1
1374,like hitler definit go like traitor trump,1
23081,tremend oppoun move countri back 75 year ove misogyni tax break corps,1
9084,live cow di compensatori callin 6417153640 code 564943 iswara,1
14265,korean amp joseon peopl japan abus claim right rough demo anaco,1
19589,type trash trump paladino attract dumbfuck,1
23888,latest merocrush daily thank media,1
31343,malia shake ass finepass blunt,1
13343,aamp paid kkk fabric stori push produc narr cancel,1
1583,team new mc amp show phillysuppophilli amp combat,1
14741,treasonoustrump trumpleak trump misogynisttrump frnd,1
29136,cannot woman defend want,1
16847,miss this miriam herschlag blog haim yavin as via journal,1
19626,trump campaign offici want michel obama alet loosea live african ape notmypresid,1
6102,altright promot new kind genetics mt,1
29879,awe peoplea origin meant awe white landhold malesa a 2016in4wordsa,1
5699,thought factory bbc neutral right wing fascism polit media blm brexit trump leadership gt4,1
27212,sad peopl feel treat other like scum religion race sexuality ect jcpenney ra,1
17963,bout play game lol,1
19651,oh god trigger,1
27707,today donkey zionazi proud murder real palestinian semit child  that calla,1
3210,wer happi anoth year passed stop,1
22051,anc quick shit zille comment  note black racistsa,1
20776,4 whore ring fire  misogyni,1
6103,peopl protest trump republican wonthey trump fuher ampa,1
8374,far blog comment claim senad lulic statement racist join debate lazioa,1
15790,share 6 step take stop racist attack interven berat bulli via,1
24608,gotta hand you keep pretti darn cool face blatant a,1
19396,commerci show interraci coupl attack amerikkka suppoer,1
21769,ever notic much scum trump hire ,1
28923,word factory race denial prevent healing southafrica leadership transform inequ 5,1
20060,flashbackfriday racist democrat fals accus latina nomine amp raid busi embarrass gop prez whoa,1
18435,metric ya cowboy stop fakenew hate fear nonsensa,1
23304,comment  a 5 donat refugeeswelcom a  fascist suck kissmyars,1
2829,holiday better ever marijuana unleash ibooks,1
29003,he shown u amp is bigli believ him traitor fraud liar sociopath rapist a,1
7227,here combat violent extrem 2017 the white nationalist came dinner,1
30537,may correct cannot pay attent communist ,1
5128,think worst everything hatr toward countri much bluelivesmatt,1
10348,feel trigger statement amp strawberri blond lock go safe space,1
21256,pull chain stoptalk sob auspol,1
25431,louisville kentucki woman go rant jcpenni exposerac ignor,1
23718,might libtard if libtard sjw liber polit,1
14965,meet wilmington peacekeepers walk beauty cnv week action peac povey climatea,1
30831,one requir job u president male stillwithh hillaryclinton neverumpa,1
24532,sea shepherd suppoer racist antirac seashepherd,1
811,guess talk progress advanc  misogyny homophobia bigotri,1
13890,3 miami offic fire target practic jokes policebrut newswith,1
18190,wanna mock countri bc ptd libtard allbc it ifa,1
17415,take king win chess queen downwiththetriarchi thefutureisfemal,1
22934,preorder live 99c99p swiftli sharpen fang dystopian tale a,1
6224,sum vote brexit littleengland syndrom sovereignti democraci,1
24933,sex postion pictur white girl sex black guy,1
1571,get it world keep spin ,1
16876,newyearsev factophobia ale peopl 2017 whose use follow words islamophobia femin culturalenrich,1
131,peopl protest trump republican wonthey trump fuher ampa,1
21161,kick flight spoke arabic boycottdelta,1
4594,whitenationalist leader reveal 5 horrifi hope america,1
1214,also keyboard type caus coopt terrorists reg syria autocorrect caus color terrorists,1
6058,like know cannot buy pot local drug store marijuana unleash ibooks a,1
9364,kevin didnat understand head done knew head fuck up bestof2016 marriag,1
3249,ultimately joke earli 2016 wish tell also wish well dida,1
5171,manipur ndtv timenow samachar zeenew dordarshan genocid would reaction the,1
19975,thank dead white dude europe aint nigga da list blm rapechucktodda,1
16172,hey  14000 ivanka bracelet feel good profit xenophobia misogyny hatreda,1
22953,la la land here idea poc make ur film em quit bitch whitey 4 white,1
10026,someon find man stoprac,1
11673, disgusting,1
3456,falsenarr falseequaval comment reflect ignor,1
28527,kevin macdonald ethnocentr normal ration race ethnocentr,1
10516,allahsoil greenspana monetari polici equat declin real wage worker a aa,1
30835,term work way happi keep bandi about justsay,1
17083,good morning bud breakfast marijuana unleash ibooks,1
13821,guess theyll go back yell again,1
11363,dull british ,1
12850,jonjo shelvey  man ever racial abus someon without say anything kickitout shelvey,1
30022,why pleas explain u were bad,1
25111,american suppo zionist occupi let hope america wake plight palestinian,1
19490,save date 142017 sourcenation live wed 8 thependulum newshow policebrutalitya,1
27387,fine ill boycott it,1
27536,sikh templ vandalis calgary wso condemn act,1
2629,allahsoil revolut occurredajust marx expect to a teambt teamsuperjuniora,1
15380,these time grave dangerwith dissent recast treason unchain intoler marchampita,1
1079,fn seek rid antisemitic xenophob image major sympathis still describ thea,1
5079,conserv white boy yea call punk boy like diddo us like etc annoy me,1
5784,black amp feel like stomp a you listen retweet tampa miamia,1
19987,live countri mani think first ladi le vulgar black first lady trumpa,1
7989,offic jew offici eye libtard masses,1
1868,academia yehtut offer nuanc take rohingya dvbmultimediagroup yehtut ampa,1
23299,liber democrat institution white supremaci uniteblu tcot maga naacp racisa,1
4525,crybulli snowflak wanna talk ampor diversity read brief honesti editor,1
5047,work trump good thing,1
23208,im genuin disappoint perform great judg 2016 hair hea,1
20013,basic sum brexit means britaina euroscept xenophob isolationist tribalisma,1
771,great aicle right money starspangledbann slaveri apaheid usa,1
18282,might libtard if libtard sjw liber polit,1
25077,world man took dive like that peopl would say fixed bc rondarousey woman expected,1
21621,everyon ask endors blatant,1
22511,hmmmsound familiar held news coa,1
31505,greet u world discrimin,1
6661,hispan  feel like stomp you listen retweet boricuaa,1
23596,hiv infect oral sex white girl sex black guy,1
22085,sea shepherd suppoer racist antirac seashepherd,1
10350,cuomo paladino racist ugly comment obama embarrass new yorker polit ca,1
10804,im tri hard make handwritten indirect pretti tweet shit like this shut,1
31272,goodby 2016 definit hope leav behind,1
21647,realli think exaggeration ill keep share everi time come back around trump vote a,1
2701,fascism arriv nazi salutbut sharp suit altright richardspenc trumpism da,1
25559,reason stori snapchat seem alway gear toward women,1
5445,atlanta mayor amp polic forc allow rule citi block road amp freeway wo action,1
13229,al capon jail tax evasion murder committed s achil heel unpresid nohat,1
13502,think blacklivesmatt would b protest plannedparenthood 247 fit ideology,1
12406,newyear new prez new destruction new commercials new new order new tweets new poopin new kid block new america,1
19431,lanasprayberri fire think choke child wrong arrest parent acceptablea,1
27479,thank you power social media aand,1
14964,allahsoil uae host innov architectur world a a,1
12046,that  r racist,1
6392,  climatechang denial fascism antiegalitarianism narcissism trump,1
9595,black woman demon porn,1
14371,might libtard if libtard sjw liber polit,1
14528,trumpusa call u homophob misogynist realli say thea,1
13858,stop ate father son,1
7827,graduat usa amp friend want 2 forget rector islam,1
10938,shitler refer ignorantli shout maga amp racist sheep sta bleat,1
11220,sikh templ vandalis calgary wso condemn act,1
30488,trump ny cochair make racist remark michel obama p2 p21 fyi tcot,1
18818,uk governmenta new antisemit definit conflat valid critic israel  opendemocraci,1
14821,mediamisogyny russian interference crosscheckingvot suppress amp outdat system reflect usa,1
10255,girl walk starbuck refus let serv im white guy whoa hey,1
17208,2016 still aliv  black man forc coffin white south african,1
3167,user douchebag like dad asshol rapist pedophil evil satanist,1
15256,latest blicqerac daily thank market,1
5954,french tri stone amp kill indian quebec crimin,1
17067,obamajarrett agenda destroy everyth good countri inflict even bit hate,1
5259,read 4 next american revolut  race intersection languag polit educationa,1
22363,racial discrimin interact genetics impact health among african american sdoh,1
20085,right idea deal nasti,1
18245,wow blackpeopl harlem worri bout whitepeopl latino move revers would call,1
25436,pay rich white snob via tcot tpc trump 2016,1
17180,wow real time back day smackdown unitedstateschampion uschampion sdlive great illeg talk,1
20541,boy play sex woman,1
2635,dictionari word antiblack,1
23344,seriou b jemele woman thrive outsid home a,1
28735,might libtard if libtard sjw liber polit,1
30793,drunk ladi fall heater pubfrict amp indian friend tri help thrown out houston midtown,1
26946,racism front center trumpworld kkk folk open kkk trumpworld a,1
23909,say im speak collectively iv alway known 2016 show lot white rage still,1
14470,realli telling microaggress race whiteprivileg antiblack,1
14270,explain actions netanyahu claim discrimin others,1
24176,send trump inauguration join today,1
5053,go ahead amp chang profil pic hepburn ambassador unicef amp ignor would havea,1
18785,here collect coverag womenrel issu womensissu gender equalitya,1
9416,ai acharl paladino racist comment spark call resignationa,1
167,point one finger million point right back you jewishsupremacist,1
26040,interterrestri scifi sciencefict kindleunlimit 99cent januari 2017 kindl,1
22577,thought kind comment allow twitter someon break rules usa maga a,1
20501,end 2016 smoke reefers go crazy listen negro music eat that mr anslinger cannabi swingtanzenverboten,1
28391,racist attack three muslim woman hull citi centre info muslimsa,1
